country,continent,temperature_celsius,wind_mph,wind_kph,humidity,cloud,precip_mm,precip_in,pressure_mb,pressure_in,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination
Azerbaijan,Asia,24.375,8.591666666666667,13.824999999999998,68.91666666666667,14.0,0.0,0.0,1012.1666666666666,29.88666666666667,10.0,6.0,1.5,12.983333333333336,20.908333333333328,241.71666666666667,67.80833333333332,7.05,1.0666666666666667,9.041666666666666,27.558333333333334,1.25,1.3333333333333333,80.58333333333333
Bahamas,America,29.733333333333334,10.241666666666669,16.516666666666666,69.41666666666667,50.666666666666664,0.0,0.0,1013.8333333333334,29.9375,10.0,6.0,6.166666666666667,16.874999999999996,27.150000000000002,236.85833333333332,77.45,1.3499999999999999,1.5250000000000001,4.2,9.525,1.0,1.0833333333333333,80.58333333333333
Bahrain,Asia,34.083333333333336,6.133333333333333,9.85,66.75,0.0,0.0,0.0,1001.6666666666666,29.58,9.041666666666666,5.25,1.6666666666666667,10.491666666666667,16.850000000000005,350.7583333333334,147.225,7.008333333333334,13.858333333333336,51.73333333333334,104.44166666666668,2.9166666666666665,5.666666666666667,80.58333333333333
Bangladesh,Asia,28.625000000000004,5.175,8.308333333333332,78.0,58.083333333333336,0.09166666666666667,0.0033333333333333335,1003.1666666666666,29.62583333333333,9.916666666666666,5.916666666666667,2.0833333333333335,7.908333333333334,12.733333333333334,791.3416666666666,23.099999999999994,20.266666666666666,8.649999999999999,58.449999999999996,66.05833333333332,2.9166666666666665,6.083333333333333,80.58333333333333
Barbados,America,28.333333333333332,11.924999999999999,19.208333333333332,82.5,35.416666666666664,0.17500000000000002,0.005833333333333333,1012.25,29.889166666666664,10.0,6.0,1.4166666666666667,18.933333333333334,30.458333333333332,257.7083333333333,20.875,3.858333333333333,1.5833333333333333,3.0083333333333333,7.616666666666667,1.0,1.0,80.58333333333333
Belarus,Europe,12.916666666666666,4.316666666666666,6.891666666666666,92.66666666666667,5.166666666666667,0.20833333333333334,0.0075,1018.4166666666666,30.074166666666667,9.416666666666666,5.583333333333333,1.4166666666666667,11.9,19.183333333333337,228.3666666666667,44.26666666666667,5.2,2.0749999999999997,4.608333333333333,5.416666666666667,1.0,1.0,80.58333333333333
Belgium,Europe,16.25,3.6750000000000007,5.904166666666664,86.95833333333333,15.625,0.21666666666666665,0.00875,1016.625,30.02041666666666,9.258333333333333,5.416666666666667,1.3333333333333333,10.354166666666668,16.662499999999998,274.5416666666666,41.3125,19.591666666666665,3.1583333333333337,15.220833333333337,20.633333333333333,1.4166666666666667,1.7916666666666667,80.58333333333333
Belize,America,29.333333333333332,6.158333333333332,9.899999999999999,80.5,44.25,0.13333333333333333,0.005,1010.25,29.8325,9.916666666666666,5.916666666666667,6.083333333333333,9.266666666666667,14.916666666666666,234.50000000000003,18.775,0.2750000000000001,0.2833333333333334,2.308333333333333,2.533333333333333,1.0,1.0,80.58333333333333
Benin,Africa,25.75,10.41666666666667,16.749999999999996,90.25,45.833333333333336,2.0666666666666664,0.08083333333333333,1013.8333333333334,29.935000000000002,9.266666666666667,5.416666666666667,1.4166666666666667,11.891666666666666,19.14166666666667,509.86666666666673,32.541666666666664,2.4666666666666663,1.2583333333333333,8.525,15.283333333333331,1.0,1.0833333333333333,80.58333333333333
Bhutan,Asia,11.766666666666671,3.5916666666666663,5.791666666666667,89.0,47.75,0.1416666666666667,0.005,1012.9166666666666,29.912499999999994,7.833333333333333,4.583333333333333,1.5833333333333333,6.249999999999999,10.075000000000001,340.74166666666673,21.775000000000006,1.0833333333333335,0.1666666666666667,8.475,9.750000000000002,1.0,1.1666666666666667,80.58333333333333
Bolivia,America,23.00833333333333,5.133333333333334,8.283333333333331,44.916666666666664,24.458333333333332,0.2916666666666667,0.011666666666666667,1008.9166666666666,29.789166666666674,9.833333333333334,5.833333333333333,1.2083333333333333,7.458333333333333,12.004166666666668,312.03333333333336,24.216666666666665,0.7208333333333333,0.22083333333333333,7.958333333333333,9.1625,1.2083333333333333,1.4166666666666667,80.58333333333333
Bosnia and Herzegovina,Europe,15.5,3.9000000000000004,6.3,89.75,29.166666666666668,0.5333333333333333,0.020833333333333332,1018.25,30.06916666666667,9.75,5.833333333333333,1.4166666666666667,7.366666666666667,11.883333333333333,186.92499999999998,32.48333333333333,3.0,3.3000000000000003,8.4,9.741666666666669,1.0833333333333333,1.1666666666666667,80.58333333333333
Botswana,Africa,15.658333333333333,6.033333333333332,9.691666666666666,36.75,0.5,0.0,0.0,1021.5833333333334,30.167499999999993,10.0,6.0,1.3333333333333333,8.266666666666667,13.316666666666668,435.59166666666664,49.958333333333336,9.325,1.9916666666666665,20.716666666666665,26.216666666666665,1.6666666666666667,2.5833333333333335,80.58333333333333
Brazil,America,30.641666666666666,3.333333333333334,5.375,34.666666666666664,13.166666666666666,0.0,0.0,1007.75,29.75833333333333,10.0,6.0,1.0,6.8,10.958333333333334,338.7916666666667,37.99166666666667,0.34166666666666673,0.325,4.508333333333333,6.666666666666667,1.0,1.0,80.58333333333333
Brunei Darussalam,Asia,26.666666666666668,4.408333333333333,7.05,94.66666666666667,75.0,0.2916666666666667,0.011666666666666667,1009.5,29.813333333333336,9.416666666666666,5.5,5.75,6.241666666666667,10.083333333333334,342.70000000000005,22.333333333333332,3.4916666666666667,1.6916666666666664,3.691666666666667,4.000000000000001,1.0,1.0,80.58333333333333
Bulgaria,Europe,18.969444444444445,4.5472222222222225,7.305555555555554,64.22222222222223,39.583333333333336,0.20277777777777778,0.007777777777777778,1016.4444444444445,30.014444444444432,9.916666666666666,5.944444444444445,1.5555555555555556,7.688888888888886,12.37222222222222,238.42777777777778,49.77777777777777,3.2,0.8694444444444442,7.677777777777777,9.072222222222223,1.0277777777777777,1.0833333333333333,80.58333333333333
Burkina Faso,Africa,25.958333333333332,6.108333333333333,9.783333333333331,82.33333333333333,35.583333333333336,0.3583333333333332,0.012499999999999999,1013.0833333333334,29.915833333333328,9.75,5.75,1.5,13.566666666666665,21.84166666666667,1015.2666666666668,6.024999999999999,6.45,2.35,32.525,52.80833333333334,2.25,3.6666666666666665,80.58333333333333
Burundi,Africa,22.7,3.641666666666666,5.875000000000001,63.583333333333336,34.75,0.10833333333333334,0.0033333333333333335,1013.6666666666666,29.933333333333334,9.75,5.75,1.5,4.075,6.566666666666667,783.5750000000002,21.916666666666668,5.941666666666666,0.8666666666666666,36.458333333333336,78.79166666666667,2.4166666666666665,4.0,80.58333333333333
Cambodia,Asia,27.666666666666668,4.458333333333333,7.174999999999998,89.08333333333333,60.416666666666664,0.09166666666666667,0.0025,1005.3333333333334,29.69,9.416666666666666,5.416666666666667,6.25,9.075000000000001,14.641666666666664,576.0666666666667,15.208333333333334,5.533333333333334,2.4583333333333335,11.933333333333335,18.958333333333332,1.3333333333333333,1.9166666666666667,80.58333333333333
Cameroon,Africa,18.025,2.908333333333333,4.683333333333334,95.33333333333333,69.08333333333333,1.5833333333333337,0.06083333333333333,1015.5,29.99083333333333,5.583333333333333,3.1666666666666665,1.3333333333333333,4.883333333333334,7.858333333333333,652.0,7.124999999999999,3.3333333333333326,0.5666666666666667,15.033333333333331,21.866666666666664,1.3333333333333333,1.8333333333333333,80.58333333333333
Canada,America,22.333333333333332,7.708333333333333,12.383333333333333,72.66666666666667,47.916666666666664,0.0,0.0,1012.0833333333334,29.884166666666662,24.0,14.0,5.416666666666667,10.975000000000001,17.658333333333335,263.28333333333336,48.75833333333335,3.775,0.5249999999999999,7.075,7.516666666666667,1.1666666666666667,1.25,80.58333333333333
Cape Verde,Atlantic,27.0,9.316666666666668,14.975,84.41666666666667,41.666666666666664,0.20000000000000004,0.006666666666666667,1012.3333333333334,29.892500000000002,9.333333333333334,5.5,1.5,14.166666666666666,22.799999999999997,243.80833333333337,38.1,1.3166666666666667,0.2833333333333334,8.708333333333334,36.041666666666664,1.1666666666666667,1.4166666666666667,80.58333333333333
Central African Republic,Africa,23.683333333333334,2.6666666666666665,4.316666666666667,92.08333333333333,38.916666666666664,0.5083333333333333,0.02,1013.25,29.9175,7.916666666666667,4.416666666666667,1.5,4.083333333333333,6.575,366.05833333333334,0.23333333333333336,0.5583333333333333,0.17500000000000002,5.391666666666666,7.324999999999999,1.1666666666666667,1.1666666666666667,80.58333333333333
Chad,Africa,26.483333333333334,6.041666666666665,9.716666666666667,82.91666666666667,12.25,0.008333333333333333,0.0,1011.0833333333334,29.854166666666668,8.0,4.416666666666667,1.5,12.391666666666666,19.95,613.6250000000001,12.733333333333333,1.9083333333333332,0.8583333333333334,15.333333333333334,21.125,1.4166666666666667,1.75,80.58333333333333
Chile,America,12.333333333333334,6.708333333333332,10.799999999999999,73.75,60.416666666666664,0.041666666666666664,0.0016666666666666668,1017.75,30.0525,9.25,5.5,1.1666666666666667,4.158333333333334,6.691666666666667,4281.3583333333345,7.524999999999999,62.475,17.78333333333333,314.3,377.95000000000005,5.0,9.916666666666666,80.58333333333333
China,Asia,23.416666666666668,3.0999999999999996,4.966666666666667,87.5,8.333333333333334,0.25,0.01,1012.9166666666666,29.910000000000007,6.499999999999999,3.5,5.666666666666667,4.341666666666666,6.999999999999999,1655.5833333333333,14.658333333333331,48.76666666666666,62.558333333333344,274.24999999999994,311.31666666666666,5.25,9.416666666666666,80.58333333333333
Comoros,Indian,21.916666666666668,5.808333333333334,9.324999999999998,78.33333333333333,21.833333333333332,0.26666666666666666,0.010833333333333334,1016.25,30.008333333333336,10.0,6.0,1.3333333333333333,9.374999999999998,15.091666666666667,236.29999999999998,47.741666666666674,0.44166666666666665,0.34166666666666673,3.775,7.733333333333333,1.0,1.0,80.58333333333333
Congo,Africa,25.508333333333336,5.9750000000000005,9.583333333333332,65.5,27.833333333333332,0.21666666666666667,0.008333333333333333,1013.75,29.935000000000002,9.0,5.0,1.5833333333333333,10.016666666666667,16.10833333333333,569.6583333333333,31.800000000000008,2.5083333333333333,0.5833333333333334,10.625,23.466666666666665,1.25,1.4166666666666667,80.58333333333333
Costa Rica,America,23.166666666666668,7.524999999999999,12.125,79.58333333333333,75.0,0.975,0.03916666666666666,1015.5,29.989166666666666,9.208333333333334,5.5,4.166666666666667,4.058333333333333,6.516666666666666,537.6666666666666,22.025000000000002,18.150000000000002,14.158333333333333,17.99166666666667,19.05,1.5833333333333333,2.0833333333333335,80.58333333333333
Croatia,Europe,16.5,3.5999999999999996,5.791666666666667,85.41666666666667,14.583333333333334,0.0,0.0,1017.4166666666666,30.045,10.0,6.0,1.4166666666666667,6.241666666666667,10.033333333333333,268.15,37.38333333333333,9.616666666666667,0.3833333333333333,8.9,10.975,1.0833333333333333,1.25,80.58333333333333
Cuba,America,29.916666666666668,9.558333333333334,15.374999999999998,72.08333333333333,48.916666666666664,0.09166666666666667,0.0033333333333333335,1012.1666666666666,29.886666666666667,8.833333333333334,4.833333333333333,5.916666666666667,19.425000000000004,31.25,299.0166666666667,57.09166666666667,7.783333333333331,21.491666666666664,6.741666666666667,10.191666666666668,1.0833333333333333,1.1666666666666667,80.58333333333333
Cyprus,Asia,25.083333333333332,7.3,11.733333333333333,73.33333333333333,14.583333333333334,0.0,0.0,1008.5833333333334,29.784166666666668,10.0,6.0,1.5833333333333333,8.083333333333334,13.016666666666666,250.0833333333333,69.8,2.175,2.6,17.65,28.241666666666664,1.5,2.0833333333333335,80.58333333333333
Czech Republic,Europe,15.583333333333334,6.075,9.783333333333333,79.0,27.083333333333332,0.15,0.005833333333333334,1018.75,30.085000000000004,10.0,6.0,1.1666666666666667,7.449999999999999,12.0,335.46666666666664,22.516666666666666,18.425,3.233333333333333,13.33333333333333,17.158333333333335,1.4166666666666667,1.5833333333333333,80.58333333333333
Democratic Republic of Congo,Africa,25.45833333333333,5.833333333333333,9.35,65.66666666666667,30.666666666666668,0.14166666666666666,0.005833333333333334,1013.75,29.935000000000002,8.916666666666666,4.916666666666667,1.5833333333333333,9.225,14.841666666666667,569.6583333333333,31.800000000000008,2.5083333333333333,0.5833333333333334,10.625,23.466666666666665,1.25,1.4166666666666667,80.58333333333333
Denmark,Europe,15.5,6.308333333333333,10.133333333333333,85.91666666666667,29.166666666666668,0.17500000000000002,0.006666666666666667,1017.4166666666666,30.045,10.0,6.0,1.3333333333333333,12.808333333333332,20.566666666666666,250.90833333333333,58.44166666666667,6.358333333333332,1.375,7.366666666666666,9.233333333333333,1.0833333333333333,1.1666666666666667,80.58333333333333
Djibouti,Africa,33.141666666666666,5.675000000000001,9.124999999999998,56.75,19.75,0.016666666666666666,0.0008333333333333334,1004.0833333333334,29.650833333333335,9.75,5.75,2.1666666666666665,12.225000000000001,19.666666666666664,323.49166666666673,55.800000000000004,1.1249999999999998,0.9583333333333335,30.91666666666667,74.425,2.0833333333333335,3.6666666666666665,80.58333333333333
Dominica,America,28.125,5.0166666666666675,8.074999999999998,86.16666666666667,58.666666666666664,0.19166666666666668,0.006666666666666665,1013.9166666666666,29.93666666666667,10.0,6.0,1.5,14.058333333333335,22.641666666666666,244.91666666666666,25.208333333333332,2.191666666666667,0.32499999999999996,2.641666666666666,6.033333333333334,1.0,1.0,80.58333333333333
Dominican Republic,America,28.25,4.491666666666666,7.183333333333333,86.33333333333333,50.0,0.0,0.0,1013.0833333333334,29.912499999999998,10.0,6.0,1.5833333333333333,7.508333333333333,12.066666666666665,596.9333333333333,15.291666666666666,22.933333333333334,11.299999999999999,11.049999999999997,17.616666666666667,1.0833333333333333,1.3333333333333333,80.58333333333333
Ecuador,America,13.824999999999998,4.458333333333333,7.158333333333334,66.75,59.583333333333336,0.7333333333333334,0.0275,1014.4166666666666,29.95166666666667,9.583333333333334,5.666666666666667,3.0833333333333335,6.6499999999999995,10.674999999999999,2227.4666666666667,23.05,84.025,37.10833333333333,29.716666666666665,32.975,2.1666666666666665,3.25,80.58333333333333
Egypt,Africa,28.166666666666668,6.449999999999999,10.374999999999998,58.166666666666664,8.333333333333334,0.0,0.0,1010.1666666666666,29.830833333333334,9.0,5.25,1.0,12.266666666666667,19.73333333333333,251.5916666666666,61.599999999999994,12.65,12.316666666666668,20.84166666666667,43.708333333333336,1.6666666666666667,2.3333333333333335,80.58333333333333
El Salvador,America,28.25,5.766666666666666,9.233333333333333,77.16666666666667,35.416666666666664,0.275,0.010833333333333334,1011.5,29.8625,10.0,6.0,5.166666666666667,4.433333333333334,7.125000000000001,409.71666666666664,54.64166666666666,5.158333333333332,9.249999999999998,17.71666666666667,20.383333333333336,1.5833333333333333,2.0,80.58333333333333
Equatorial Guinea,Africa,24.475000000000005,6.333333333333333,10.2,90.41666666666667,62.916666666666664,1.6916666666666664,0.06750000000000002,1014.25,29.9525,8.833333333333334,5.083333333333333,1.4166666666666667,9.791666666666666,15.766666666666666,414.7416666666666,42.55,0.08333333333333333,0.10833333333333335,3.0416666666666665,3.3666666666666667,1.0,1.0,80.58333333333333
Eritrea,Africa,19.025000000000002,3.6750000000000003,5.95,62.416666666666664,32.0,0.06666666666666667,0.0016666666666666668,1012.5,29.897499999999997,9.916666666666666,5.916666666666667,1.4166666666666667,5.891666666666666,9.525,247.14166666666668,38.925000000000004,0.8583333333333334,0.36666666666666664,22.84166666666667,71.19166666666666,1.75,2.5,80.58333333333333
Estonia,Europe,13.916666666666666,6.05,9.716666666666663,90.08333333333333,35.0,0.008333333333333333,0.0,1014.8333333333334,29.969166666666663,8.4,5.0,1.3333333333333333,14.091666666666663,22.683333333333326,227.11666666666665,59.11666666666667,2.5500000000000003,1.2,3.591666666666667,4.091666666666667,1.0,1.0,80.58333333333333
Ethiopia,Africa,14.0,4.8999999999999995,7.858333333333332,86.75,50.583333333333336,0.2833333333333334,0.010833333333333334,1023.4166666666666,30.22333333333334,9.75,5.833333333333333,1.1666666666666667,4.825,7.766666666666667,2039.9916666666666,18.575,8.291666666666666,2.625,73.65833333333332,219.61666666666667,3.1666666666666665,6.5,80.58333333333333
Fiji Islands,Pacific,26.583333333333332,11.058333333333335,17.808333333333334,72.16666666666667,59.333333333333336,0.06666666666666667,0.0016666666666666668,1016.5,30.015000000000004,10.0,6.0,5.333333333333333,14.491666666666667,23.308333333333334,191.23333333333335,52.46666666666667,0.9916666666666664,1.7833333333333332,3.2916666666666665,9.024999999999999,1.0,1.0,80.58333333333333
Finland,Europe,13.25,5.708333333333333,9.149999999999999,93.5,37.5,0.025000000000000005,0.0008333333333333334,1014.4166666666666,29.955833333333327,9.666666666666666,5.75,1.3333333333333333,13.158333333333331,21.18333333333333,264.3916666666667,43.775,6.508333333333333,1.8333333333333333,5.7250000000000005,7.841666666666666,1.0833333333333333,1.0833333333333333,80.58333333333333
France,Europe,19.333333333333332,4.408333333333332,7.108333333333333,76.41666666666667,31.25,0.15833333333333333,0.005833333333333334,1016.0833333333334,30.00333333333333,10.0,6.0,1.4166666666666667,8.191666666666666,13.200000000000003,789.125,38.26666666666666,24.8,3.75,44.916666666666664,51.38333333333335,2.0833333333333335,3.5833333333333335,80.58333333333333
Gabon,Africa,25.46666666666667,8.325000000000001,13.391666666666666,86.25,58.25,0.10000000000000002,0.0033333333333333335,1014.0833333333334,29.94083333333334,9.916666666666666,5.916666666666667,1.4166666666666667,11.324999999999998,18.25,451.73333333333335,42.39166666666666,1.4166666666666667,1.5666666666666667,5.533333333333334,11.216666666666667,1.0,1.0,80.58333333333333
Gambia,Africa,25.5,4.0,6.483333333333334,93.25,66.66666666666667,0.4749999999999998,0.016666666666666666,1012.8333333333334,29.905833333333337,9.916666666666666,5.916666666666667,1.4166666666666667,18.50833333333333,29.783333333333335,309.73333333333335,37.7,0.5416666666666666,0.4833333333333334,2.775,11.299999999999999,1.0,1.0833333333333333,80.58333333333333
Georgia,Asia,22.166666666666668,7.574999999999999,12.225,75.25,42.666666666666664,0.225,0.009166666666666667,1014.25,29.948333333333338,9.916666666666666,5.916666666666667,1.5,4.533333333333333,7.3,230.3083333333333,33.24166666666667,3.066666666666667,0.2916666666666667,6.550000000000001,9.166666666666666,1.1666666666666667,1.25,80.58333333333333
Germany,Europe,14.833333333333334,5.391666666666666,8.633333333333331,86.0,6.25,0.049999999999999996,0.0016666666666666668,1017.9166666666666,30.06,10.0,6.0,1.1666666666666667,9.133333333333335,14.725000000000001,290.81666666666666,31.141666666666666,18.741666666666664,3.358333333333334,11.616666666666667,13.35,1.25,1.5,80.58333333333333
Ghana,Africa,25.5,10.850000000000001,17.466666666666665,91.16666666666667,70.83333333333333,0.10000000000000002,0.0033333333333333335,1014.4166666666666,29.9525,10.0,6.0,1.5,15.058333333333332,24.241666666666664,443.94166666666666,32.416666666666664,3.5500000000000003,3.216666666666667,10.075000000000001,18.69166666666667,1.0,1.25,80.58333333333333
Greece,Europe,25.0,9.908333333333333,15.966666666666663,51.583333333333336,29.166666666666668,0.016666666666666666,0.0008333333333333334,1010.8333333333334,29.849166666666665,9.75,5.833333333333333,1.5833333333333333,12.624999999999998,20.308333333333334,272.18333333333334,87.70833333333333,10.549999999999999,10.858333333333334,11.583333333333334,14.06666666666667,1.3333333333333333,1.4166666666666667,80.58333333333333
Grenada,America,28.916666666666668,11.899999999999999,19.199999999999996,80.5,29.166666666666668,0.14166666666666666,0.005833333333333334,1011.9166666666666,29.878333333333334,10.0,6.0,1.5,17.733333333333334,28.53333333333333,226.98333333333335,24.758333333333336,1.575,0.9250000000000002,2.1500000000000004,5.766666666666667,1.0,1.0,80.58333333333333
Guatemala,America,21.683333333333334,5.691666666666666,9.141666666666666,78.91666666666667,63.083333333333336,0.8333333333333334,0.0325,1018.0,30.0625,8.666666666666666,5.166666666666667,4.333333333333333,3.733333333333334,6.016666666666666,529.3416666666667,38.05,7.5,39.925000000000004,31.12500000000001,35.925000000000004,1.75,3.1666666666666665,80.58333333333333
Guinea,Africa,26.308333333333334,5.425,8.725,90.41666666666667,65.0,1.3833333333333337,0.053333333333333344,1014.0,29.94000000000001,9.25,5.5,1.3333333333333333,15.9,25.59166666666667,343.2583333333334,36.32500000000001,0.8083333333333331,0.48333333333333334,2.766666666666666,6.925,1.0,1.0833333333333333,80.58333333333333
Guinea-Bissau,Africa,25.816666666666666,4.05,6.541666666666665,91.58333333333333,39.333333333333336,0.20000000000000004,0.008333333333333333,1013.0833333333334,29.913333333333338,8.0,4.333333333333333,1.4166666666666667,13.183333333333332,21.21666666666667,343.5249999999999,20.433333333333334,0.7000000000000001,0.3916666666666666,2.0916666666666672,3.783333333333333,1.0,1.0,80.58333333333333
Guyana,America,27.166666666666668,4.8583333333333325,7.833333333333333,84.58333333333333,33.333333333333336,0.17500000000000002,0.006666666666666667,1011.3333333333334,29.862500000000008,9.583333333333334,5.75,1.0,13.433333333333332,21.59166666666667,290.675,32.708333333333336,4.75,3.8333333333333335,2.433333333333333,7.766666666666666,1.0,1.0,80.58333333333333
Haiti,America,29.691666666666666,8.616666666666665,13.858333333333333,73.25,50.5,2.5833333333333335,0.10166666666666667,1012.3333333333334,29.894166666666667,8.916666666666666,5.0,4.166666666666667,4.841666666666666,7.791666666666667,672.3,94.65833333333335,11.15,7.716666666666666,15.733333333333333,28.508333333333336,1.4166666666666667,1.8333333333333333,80.58333333333333
Honduras,America,26.900000000000002,7.383333333333334,11.866666666666667,59.416666666666664,42.333333333333336,0.39166666666666666,0.015833333333333335,1016.25,30.009166666666662,10.0,6.0,5.0,6.1000000000000005,9.808333333333335,387.05,31.566666666666666,5.1000000000000005,1.9666666666666668,3.3000000000000003,7.525000000000001,1.0833333333333333,1.0833333333333333,80.58333333333333
Hungary,Europe,15.583333333333334,4.5,7.233333333333331,84.66666666666667,6.25,0.125,0.004166666666666667,1017.8333333333334,30.057499999999994,10.0,6.0,1.3333333333333333,6.074999999999999,9.733333333333334,288.4416666666666,27.916666666666668,19.458333333333332,3.1999999999999993,12.54166666666667,15.666666666666664,1.1666666666666667,1.6666666666666667,80.58333333333333
Iceland,Atlantic,9.983333333333333,17.616666666666667,28.350000000000005,87.0,77.75,0.4333333333333333,0.01666666666666667,1003.4166666666666,29.626666666666665,9.0,5.333333333333333,1.1666666666666667,25.466666666666665,40.975,229.48333333333332,56.05833333333334,0.21666666666666667,0.25,1.5083333333333335,3.566666666666667,1.0,1.0,80.58333333333333
India,Asia,28.775000000000002,4.783333333333334,7.708333333333332,72.66666666666667,35.916666666666664,0.008333333333333333,0.0,1005.0833333333334,29.68166666666667,3.808333333333334,1.8333333333333333,2.25,7.874999999999999,12.658333333333333,1177.4333333333336,38.23333333333334,16.116666666666667,10.4,87.40833333333332,127.49999999999999,2.8333333333333335,5.416666666666667,80.58333333333333
Indonesia,Asia,22.84285714285714,4.825714285714284,7.762857142857144,81.68571428571428,23.514285714285716,0.005714285714285714,0.0,1012.1714285714286,29.885428571428577,8.157142857142857,4.771428571428571,5.914285714285715,6.831428571428574,10.991428571428571,3596.971428571429,29.445714285714285,33.20285714285715,17.525714285714287,161.96857142857138,210.12857142857146,2.9714285714285715,4.628571428571429,81.77142857142857
Iran,Asia,26.916666666666668,6.891666666666667,11.066666666666668,28.166666666666668,27.083333333333332,0.0,0.0,1014.0,29.938333333333336,9.833333333333334,5.833333333333333,1.5833333333333333,4.791666666666667,7.7250000000000005,684.5333333333333,14.716666666666667,106.13333333333334,65.29166666666667,35.3,70.05,2.3333333333333335,4.166666666666667,80.58333333333333
Iraq,Asia,31.916666666666668,3.4166666666666665,5.5,22.166666666666668,0.0,0.0,0.0,1004.4166666666666,29.660833333333343,10.0,6.0,1.6666666666666667,18.866666666666664,30.349999999999994,237.275,89.425,6.308333333333333,7.991666666666667,21.1,64.68333333333332,1.8333333333333333,2.4166666666666665,80.58333333333333
